"[Info]"
"Product";"Version";"Host";"Timestamp";"Author";"Connection";"Application"
"FngArchiv";"5.0.0";"CTPC06603";"2020-10-30 11:10:18";Manager;"CTPC06603";"Control"
"AdysTech.InfluxDB.Client.Net";"0.6.9.0"
2020-10-30 05:54:39;2.83599070106713;1900-01-01 18:52:02;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.999;26.976;"";"";"";"";"";8.80070972442627;"";"";"";"";-0.0177404955029488;"";"";445.551385876791;"";"";405.082145521907;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:55:09;2.83633809056597;1900-01-01 18:52:32;"";"";"";"";30;17.6843519809723;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.10736083984;1000;"";26.754;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.403049826622009;30.0014762878418;30;"";"";47.4262428283691;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 05:55:39;2.83668548006597;1900-01-01 18:53:02;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.998;26.945;"";"";"";"";"";"";"";"";"";"";0.0360623523592949;"";"";445.650914060523;"";"";405.18167370564;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:56:09;2.83703286956481;1900-01-01 18:53:32;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.003;27.1;"";"";"";"";"";"";"";"";"";"";-0.244097515940666;"";"";445.701536153883;"";"";405.232295798999;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:56:39;2.83738025906366;1900-01-01 18:54:02;"";"";"";"";"";17.629854282093;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.999;26.963;"";"";"";"";"";"";"";"";"";"";-0.0873677507042885;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:57:09;2.8377276485625;1900-01-01 18:54:32;17170;"";"";"";"";17.6843519809723;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.01;27.273;"";"";"";"";"";"";"";"";"";"";-0.0259540416300297;"";"";445.801064337615;"";"";405.331823982732;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:57:39;2.83807503806134;1900-01-01 18:55:02;"";"";0;93.3090133666992;"";17.6843519809723;12.1380907773972;"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.017;"";"";"";"";"";"";"";0;0;0;-0.187690764665604;"";"";445.851686431141;"";"";405.382446076258;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 05:58:09;2.8384226081169;1900-01-01 18:55:32;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.132;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:58:39;2.83876999761574;1900-01-01 18:56:02;"";4066;"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.93;"";"";"";"";0;"";"";"";"";"";-0.254315972328186;"";"";445.951214614707;2775.93939399719;"";405.481974259824;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:59:09;2.83911738711458;1900-01-01 18:56:32;"";"";"";"";"";17.7116000994682;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.883;"";"";"";"";"";8.80992031097412;"";"";"";"";-0.544644236564636;"";"";446.001836708233;"";"";405.53259635335;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 05:59:39;2.83946477661343;1900-01-01 18:57:02;"";"";"";"";30;17.5481084647179;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.27117919922;1000;"";26.984;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.238003090023994;30.0014762878418;30;"";"";47.4262428283691;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:00:09;2.83981216611343;1900-01-01 18:57:32;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.195;"";"";"";"";"";"";"";"";"";"";-0.179577976465225;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:00:39;2.84015955561227;1900-01-01 18:58:02;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.044;"";"";"";"";"";"";"";"";"";"";0.0649250745773315;"";"";446.151128983749;"";"";405.681888628865;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:01:09;2.84050694511111;1900-01-01 18:58:32;"";"";"";"";"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.08;"";"";"";"";"";"";"";"";"";"";"";"";"";446.201751077275;"";"";405.732510722392;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:01:39;2.84085433460995;1900-01-01 18:59:02;17170;"";"";"";"";17.6843519809723;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.997;26.916;"";"";"";"";"";"";"";"";"";"";-0.051772877573967;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:02:09;2.8412017241088;1900-01-01 18:59:32;"";"";0;93.3913345336914;"";17.5481084647179;12.1380907773972;"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";26.97;"";"";"";"";"";"";"";0;0;0;-0.235861018300056;"";"";446.301279261007;"";"";405.832038906124;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:02:39;2.84154911360764;1900-01-01 19:00:02;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.969;"";"";"";"";"";"";"";"";"";"";-0.280103653669357;"";"";446.351901354367;"";"";405.882660999484;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:03:09;2.84189650310764;1900-01-01 19:00:32;"";4066;"";"";"";17.629854282093;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.143;"";"";"";"";0;"";"";"";"";"";0.0470940321683884;"";"";"";2775.93939399719;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:03:39;2.84224389260648;1900-01-01 19:01:02;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.116;"";"";"";"";"";8.81774997711182;"";"";"";"";-0.00276277959346771;"";"";446.451429538099;"";"";405.982189183216;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:04:09;2.84259128210532;1900-01-01 19:01:32;"";"";"";"";30;17.6843519809723;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.02581787109;1000;"";27.162;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.462702959775925;30.0014762878418;30;446.502051631459;"";47.4262428283691;406.032811276576;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:04:39;2.84293867160417;1900-01-01 19:02:03;"";"";"";"";"";17.4663626473427;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.001;27.04;"";"";"";"";"";"";"";"";"";"";-0.336355268955231;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:05:09;2.84328606110301;1900-01-01 19:02:33;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.01;27.242;"";"";"";"";"";"";"";"";"";"";-0.197500869631767;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:05:39;2.84363345060185;1900-01-01 19:03:03;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.175;"";"";"";"";"";"";"";"";"";"";"";"";"";446.651343907141;"";"";406.182103552258;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:06:09;2.84398084010185;1900-01-01 19:03:33;17170;"";"";"";"";17.5481084647179;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.131;"";"";"";"";"";"";"";"";"";"";-0.0805018991231918;"";"";446.701966000501;"";"";406.232725645617;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:06:39;2.84432822960069;1900-01-01 19:04:03;"";"";0;93.3207778930664;"";17.5753565832138;12.1327551641464;"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";1;26.991;"";"";"";"";"";"";"";0;0;0;-0.360815614461899;"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:07:09;2.84467561909954;1900-01-01 19:04:33;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.995;26.874;"";"";"";"";"";"";"";"";"";"";0.0321549251675606;"";"";446.801494184233;"";"";406.33225382935;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:07:39;2.84502300859838;1900-01-01 19:05:03;"";4066;"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.998;26.941;"";"";"";"";0;"";"";"";"";"";-0.28802290558815;"";"";446.852116277759;2775.93939399719;"";406.382875922876;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:08:09;2.84537039809722;1900-01-01 19:05:33;"";"";"";"";"";17.657102400589;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.988;26.681;"";"";"";"";"";8.82604026794434;"";"";"";"";0.0594516694545746;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:08:39;2.84571778759722;1900-01-01 19:06:03;"";"";"";"";30;17.8205940353394;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.11743164063;1000;"";26.917;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.236841857433319;29.9953231811523;30;446.951644461325;"";47.4262428283691;406.482404106442;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:09:09;2.84606517709606;1900-01-01 19:06:33;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.88;"";"";"";"";"";"";"";"";"";"";-0.347362160682678;"";"";447.002266554851;"";"";406.533026199968;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:09:39;2.84641256659491;1900-01-01 19:07:03;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.952;"";"";"";"";"";"";"";"";"";"";-0.511145293712616;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:10:09;2.84675995609375;1900-01-01 19:07:33;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.837;"";"";"";"";"";"";"";"";"";"";-0.125802829861641;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:10:39;2.84710734559259;1900-01-01 19:08:03;17170;"";"";"";"";17.6843519809723;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.97;"";"";"";"";"";"";"";"";"";"";0.0829557776451111;"";"";447.151558830367;"";"";406.682318475483;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:11:09;2.84745473509144;1900-01-01 19:08:33;"";"";0;93.3325347900391;"";17.657102400589;12.1327551641464;"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";26.882;"";"";"";"";"";"";"";0;0;0;-0.279362380504608;"";"";447.202180923893;"";"";406.73294056901;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:11:39;2.84780212459144;1900-01-01 19:09:03;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.022;"";"";"";"";"";"";"";"";"";"";0.0338748320937157;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:12:09;2.84814951409028;1900-01-01 19:09:33;"";4066;"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.15;"";"";"";"";0;"";"";"";"";"";0.0197340771555901;"";"";447.301709107625;2775.93939399719;"";406.832468752742;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:12:39;2.84849690358912;1900-01-01 19:10:03;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.999;26.962;"";"";"";"";"";8.83386993408203;"";"";"";"";-0.166058450937271;"";"";447.352331200985;"";"";406.883090846102;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:13:09;2.84884429308796;1900-01-01 19:10:33;"";"";"";"";30;"";"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.877990722656;1000;"";26.848;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.312880724668503;30.0014762878418;30;"";"";47.4262428283691;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:13:39;2.84919168258681;1900-01-01 19:11:03;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.691;"";"";"";"";"";"";"";"";"";"";-0.298584491014481;"";"";447.451859384718;"";"";406.982619029834;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:14:09;2.84953907208565;1900-01-01 19:11:33;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.995;26.867;"";"";"";"";"";"";"";"";"";"";0.0134217515587807;"";"";447.502481478077;"";"";407.033241123194;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:14:39;2.84988646158565;1900-01-01 19:12:03;"";"";"";"";"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.007;27.178;"";"";"";"";"";"";"";"";"";"";-0.0982563570141792;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:15:09;2.85023385108449;1900-01-01 19:12:33;17170;"";"";"";"";17.5753565832138;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.925;"";"";"";"";"";"";"";"";"";"";-0.267494827508926;"";"";447.60200966181;"";"";407.132769306926;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:15:39;2.85058124058333;1900-01-01 19:13:03;"";"";0;93.6265106201172;"";17.6843519809723;12.1327551641464;"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";26.793;"";"";"";"";"";"";"";0;0;0;-0.00750588625669479;"";"";447.652631755336;"";"";407.183391400453;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:16:09;2.85092863008218;1900-01-01 19:13:33;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.055;"";"";"";"";"";"";"";"";"";"";-0.221732765436172;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:16:39;2.85127601958102;1900-01-01 19:14:03;"";4066;"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.102;"";"";"";"";0;"";"";"";"";"";0.0158052071928978;"";"";"";2775.93939399719;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:17:09;2.85162340908102;1900-01-01 19:14:33;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.854;"";"";"";"";"";8.84077739715576;"";"";"";"";-0.0947888642549515;"";"";447.801924030851;"";"";407.332683675968;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:17:39;2.85197079857986;1900-01-01 19:15:03;"";"";"";"";30;17.6843519809723;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.98046875;1000;"";27.034;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.0103962086141109;29.9953231811523;30;447.852546124211;"";47.4262428283691;407.383305769327;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:18:09;2.8523181880787;1900-01-01 19:15:33;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.076;"";"";"";"";"";"";"";"";"";"";-0.114227369427681;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:18:39;2.85266557757755;1900-01-01 19:16:03;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.939;"";"";"";"";"";"";"";"";"";"";-0.404268234968185;"";"";447.952074307943;"";"";407.48283395306;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:19:09;2.85301296707639;1900-01-01 19:16:33;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.993;26.828;"";"";"";"";"";"";"";"";"";"";-0.28507873415947;"";"";448.00269640147;"";"";407.533456046586;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:19:39;2.85336035657523;1900-01-01 19:17:03;17170;"";"";"";"";17.657102400589;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.145;"";"";"";"";"";"";"";"";"";"";-0.323107719421387;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:20:09;2.85370774607523;1900-01-01 19:17:33;"";"";0;93.6147537231445;"";17.5481084647179;12.1380907773972;"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.029;"";"";"";"";"";"";"";0;0;0;-0.0729406252503395;"";"";448.102224585202;"";"";407.632984230319;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:20:39;2.85405513557407;1900-01-01 19:18:03;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.095;"";"";"";"";"";"";"";"";"";"";-0.214426204562187;"";"";448.152846678562;"";"";407.683606323678;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:21:09;2.85440252507292;1900-01-01 19:18:33;"";4066;"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.148;"";"";"";"";0;"";"";"";"";"";-0.108017131686211;"";"";"";2775.93939399719;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:21:39;2.85474991457176;1900-01-01 19:19:03;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.057;"";"";"";"";"";8.84768581390381;"";"";"";"";-0.321224272251129;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:22:09;2.8550973040706;1900-01-01 19:19:33;"";"";"";"";30;17.5753565832138;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.852172851563;1000;"";26.942;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.120433911681175;29.9953231811523;30;448.302138954077;"";47.4262428283691;407.832898599194;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:22:39;2.85544469356944;1900-01-01 19:20:03;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.141;"";"";"";"";"";"";"";"";"";"";0.073752373456955;"";"";448.352761047603;"";"";407.88352069272;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:23:09;2.85579208306944;1900-01-01 19:20:33;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.119;"";"";"";"";"";"";"";"";"";"";-0.380219578742981;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:23:39;2.85613947256829;1900-01-01 19:21:03;"";"";"";"";"";17.6026061635971;"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;26.965;"";"";"";"";"";"";"";"";"";"";-0.344729512929916;"";"";448.452289231336;2775.93939399719;"";407.983048876452;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:24:09;2.85648686206713;1900-01-01 19:21:33;17170;"";"";"";"";17.9568375515938;"";"";"";"";"";45.4044342041016;45.4044342041016;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.916;"";"";"";"";"";8.82189464569092;"";"";"";"";-0.517736971378326;"";"";448.502911324695;2776.16296195984;"";408.033670969812;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:24:39;2.85683425156597;1900-01-01 19:22:03;"";"";0;93.4736480712891;"";17.6843519809723;12.1380907773972;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.015;"";"";"";"";"";8.77123355865479;"";0;0;0;-0.430628329515457;"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:25:09;2.85718164106481;1900-01-01 19:22:33;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.932;"";"";"";"";"";"";"";"";"";"";-0.292770236730576;"";"";448.602439508428;"";"";408.133199153544;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:25:39;2.85752903056366;1900-01-01 19:23:03;"";4066;"";"";"";17.6026061635971;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.069;"";"";"";"";0;"";"";"";"";"";-0.248574033379555;"";"";448.653061601954;"";"";408.183821247071;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:26:09;2.85787642006366;1900-01-01 19:23:33;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.059;"";"";"";"";"";"";"";"";"";"";-0.0798255354166031;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:26:39;2.8582238095625;1900-01-01 19:24:03;"";"";"";"";30;17.6026061635971;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.94677734375;1000;"";27.108;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.234572723507881;30.0014762878418;30;"";"";47.6993942260742;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:27:10;2.85857119906134;1900-01-01 19:24:33;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.133;"";"";"";"";"";"";"";"";"";"";"";"";"";448.802353877469;"";"";408.333113522586;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:27:40;2.85891858856019;1900-01-01 19:25:03;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.001;27.027;"";"";"";"";"";"";"";"";"";"";"";"";"";448.852975970829;"";"";408.383735615946;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:28:10;2.85926597805903;1900-01-01 19:25:33;"";"";"";"";"";17.5208603462219;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.01;27.262;"";"";"";"";"";"";"";"";"";"";-0.324323415756226;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:28:40;2.85961336755903;1900-01-01 19:26:03;17170;"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.021;"";"";"";"";"";"";"";"";"";"";-0.181495159864426;"";"";448.953102155781;2776.2125453949;"";408.483861800898;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:29:10;2.85996075705787;1900-01-01 19:26:33;"";"";0;93.6617889404297;"";17.8205940353394;12.1380907773972;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";26.972;"";"";"";"";"";8.77768135070801;"";0;0;0;-0.195801675319672;"";"";449.002866247564;"";"";408.533625892681;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:29:40;2.86030814655671;1900-01-01 19:27:03;"";"";"";"";"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.055;"";"";"";"";"";"";"";"";"";"";-0.356167137622833;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:30:10;2.86065553605556;1900-01-01 19:27:33;"";4066;"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.164;"";"";"";"";0;"";"";"";"";"";-0.325902789831161;"";"";449.103252432873;"";"";408.63401207799;"";"";"";"";"";"";"";"";"";"";"";""
